HDR,Global,Mean,Sea,Level,Data
999,41,1993.8265110,448130,332835.00,-27.44
0,42,1993.8536770,463007,339321.50,-27.52
0,43,1993.8808430,462694,338457.41,-30.15
0,44,1993.9080090,451036,328310.69,-30.83
0,45,1993.9351750,469278,340230.09,-28.03
0,46,1993.9623410,471726,340721.69,-25.14
0,47,1993.9895080,462492,334449.81,-27.51
0,48,1994.0166740,473690,342222.00,-33.47
0,49,1994.0438400,467306,338170.59,-32.06
0,50,1994.0710060,464918,336643.41,-30.23
0,51,1994.0981720,470781,339876.59,-33.39
0,52,1994.1253380,473508,342070.59,-35.07
0,53,1994.1525050,473996,342584.59,-34.28
0,54,1994.1796710,468378,338650.09,-29.84
999,55,1994.2068370,370024,269158.41,-30.85
0,56,1994.2340030,470683,339998.00,-30.31
0,57,1994.2611690,471748,340497.81,-30.30
0,58,1994.2883350,471502,340161.19,-30.32
0,59,1994.3155010,470623,338946.00,-31.28
0,60,1994.3426680,473790,342400.00,-33.83
0,61,1994.3698340,470816,339977.50,-35.17
0,62,1994.3970000,471121,340797.59,-37.19
0,63,1994.4241660,471108,340831.59,-33.33
0,64,1994.4513320,466586,338917.00,-30.98
999,65,1994.4784980,457711,337475.09,-33.62
0,66,1994.5056640,465958,340471.81,-36.04
0,67,1994.5328310,462304,338302.09,-32.28
0,68,1994.5599970,455159,335523.69,-30.47
0,69,1994.5871630,456894,336533.19,-27.13
0,70,1994.6143290,456723,337412.19,-26.60
0,71,1994.6414950,455308,336940.91,-24.50
0,72,1994.6686610,451235,335363.81,-22.88
0,73,1994.6958280,445895,330449.50,-22.61
0,74,1994.7229940,454065,336648.09,-23.36
0,75,1994.7501600,448385,332759.59,-23.53
0,76,1994.7773260,448257,331254.31,-22.20
0,77,1994.8044920,457823,337159.19,-20.50
0,78,1994.8316580,457520,337288.50,-22.10
999,79,1994.8588240,391912,291774.41,-21.13
0,80,1994.8859910,459199,334615.69,-26.03
0,81,1994.9131570,468761,340287.31,-27.96
0,82,1994.9403230,471880,341212.00,-23.47
0,83,1994.9674890,471457,340622.91,-22.49
0,84,1994.9946550,470979,339888.41,-23.93
0,85,1995.0218210,471026,340351.09,-24.74
0,86,1995.0489880,472017,341216.81,-26.12
0,87,1995.0761540,472139,341221.19,-22.89
0,88,1995.1033200,470527,340201.31,-26.78
0,89,1995.1304860,471748,341435.41,-30.93
0,90,1995.1576520,472356,340950.09,-27.86
999,91,1995.1848180,467602,339368.81,-25.27
0,92,1995.2119840,470810,339515.59,-23.32
0,93,1995.2391510,468364,338484.09,-28.77
0,94,1995.2663170,470886,340574.41,-27.47
0,95,1995.2934830,472233,341505.81,-26.96
0,96,1995.3206490,471438,340141.09,-29.11
999,97,1995.3478150,463421,338727.50,-30.26
0,98,1995.3749810,470371,339826.81,-30.83
0,99,1995.4021480,469037,338584.31,-28.48
0,100,1995.4293140,451851,327309.91,-25.24
0,101,1995.4564800,469251,340423.59,-27.76
0,102,1995.4836460,468432,341184.69,-30.55
999,103,1995.5108120,453752,336112.91,-32.02
0,104,1995.5379780,460522,337892.41,-31.76
0,105,1995.5651440,461910,339843.31,-27.95
0,106,1995.5923110,460038,339685.09,-25.43
0,107,1995.6194770,453423,335848.91,-22.51
0,108,1995.6466430,453238,335269.31,-22.93
0,109,1995.6738090,447019,331052.00,-21.86
0,110,1995.7009750,454617,336469.69,-17.63
0,111,1995.7281410,453562,336053.31,-12.17
0,112,1995.7553070,456662,336903.81,-17.21
0,113,1995.7824740,458007,337970.19,-19.02
999,114,1995.8096400,449583,334572.19,-20.82
0,115,1995.8368060,457508,334886.00,-21.56
0,116,1995.8639720,465355,340553.69,-21.80
0,117,1995.8911380,407831,298133.81,-19.06
999,118,1995.9183040,1339,949.80,-34.75
0,119,1995.9454710,472181,341703.19,-23.26
0,120,1995.9726370,470088,339366.31,-19.53
0,121,1995.9998030,470640,338971.31,-24.21
0,122,1996.0268950,465272,335374.59,-26.43
0,123,1996.0539870,334044,240313.80,-26.84
0,124,1996.0810790,473749,342202.81,-27.93
0,125,1996.1081710,467687,337890.09,-23.79
999,126,1996.1352630,468409,339367.91,-23.79
0,127,1996.1623550,455513,328192.59,-23.23
0,128,1996.1894470,472559,341211.91,-26.41
0,129,1996.2165390,169225,120708.10,-24.01
0,130,1996.2436310,472099,341303.69,-24.22
0,131,1996.2707230,473865,341610.81,-30.70
0,132,1996.2978150,470960,339510.50,-31.53
0,133,1996.3249070,475359,342789.19,-31.53
0,134,1996.3519980,472764,341265.91,-29.86
0,135,1996.3790900,472258,340850.09,-29.93
0,136,1996.4061820,469866,340038.00,-27.93
0,137,1996.4332740,470677,340044.41,-28.79
999,138,1996.4603660,436810,320407.31,-28.64
0,139,1996.4874580,465648,339154.41,-29.95
0,140,1996.5145500,464692,338828.50,-27.62
0,141,1996.5416420,458537,336356.41,-24.93
0,142,1996.5687340,459492,337982.59,-21.17
0,143,1996.5958260,458344,337409.91,-22.95
0,144,1996.6229180,447096,330394.59,-25.00
0,145,1996.6500100,452173,335085.81,-24.74
0,146,1996.6771020,453645,336808.41,-26.09
0,147,1996.7041940,435502,323691.41,-19.93
0,148,1996.7312850,433351,322384.41,-17.44
0,149,1996.7583770,455099,337505.69,-17.09
999,150,1996.7854690,409487,307892.81,-16.72
0,151,1996.8125610,456892,338131.59,-16.29
0,152,1996.8396530,461995,340199.19,-12.63
0,153,1996.8667450,457727,337620.19,-16.06
